title,author,rating,gender,publisher,publishDate
The Bum's Rush,G.M. Ford,3.97,m,Avon,March 1st 1998
The Pink Ghetto,Liz Ireland,3.43,w,Kensington,May 1st 2006
Slightly Single,Wendy Markham,3.47,w,Harlequin Readers' Choice,October 25th 2004
Psychotherapist's Casebook: Theory and Techniques in the Practice of Modern Therapies (Jossey Bass Social and Behavioral Science Series),Irwin L. Kutash,4.33,m,Jossey-Bass Inc Pub,May 1st 1986
The Cloud of Unknowing and The Book of Privy Counseling,Anonymous,4.33,m,Image,July 1st 1996
How to Talk Dirty and Influence People,Lenny Bruce,3.99,m,Touchstone Books,May 1st 1992
The Emperor of Dreams,Clark Ashton Smith,4.12,m,Gollancz,March 14th 2002
If You Give a Moose a Muffin Recipe Book,Laura Joffe Numeroff,4.06,w,Balzer & Bray/Harperteen,Published
Afterglow and Nightfall,Edith Pargeter,4.01,w,Headline,July 14th 1988
The Inquisitors' Manual,António Lobo Antunes,4.09,m,Grove Press,April 8th 2004
"Eyeshield 21, Vol. 9: Hell is for Devil Bats",Riichiro Inagaki,4.32,m,VIZ Media LLC,August 1st 2006
The Crazed,Ha Jin,3.5,m,Random House,2005
"Yellow, Volume 01",Makoto Tateno,4.01,m,Digital Manga Publishing,July 12th 2005
A Map of the World,Jane Hamilton,3.81,w,Anchor Books,December 3rd 1999
52 Pickup,Elmore Leonard,3.94,m,Phoenix,March 17th 2005
Black Moon Inn,Laurell K. Hamilton,4.47,m,SFBC,January 1st 1998
Owls in the Family,Farley Mowat,4.08,m,Yearling,May 1996
The Imperial Cruise: A Secret History of Empire and War,James D. Bradley,3.59,m,"Little, Brown and Company",November 24th 2009
"I Love You, Beth Cooper",Larry Doyle,3.29,m,Ecco,May 8th 2007
A Deeper Sleep,Dana Stabenow,4.13,w,Minotaur Books,January 9th 2007
Alamat ng Gubat,Bob Ong,3.69,m,"Visprint, Inc.",2003
The Attenbury Emeralds,Jill Paton Walsh,3.86,w,Minotaur Books,January 4th 2011
Common Sense in Chess,Emanuel Lasker,3.57,m,Dover Publications,June 1st 1965
A Labour of Love,Anne Baker,4.22,w,Headline,April 3rd 2008
Shadows of Doom,Dennis L. McKiernan,3.89,m,Roc,September 3rd 1987
Liberta-me,Victoria Francés,4.27,w,Vitamina BD Edições,2005
"My Secret War: The World War II Diary of Madeline Beck, Long Island, New York 1941",Mary Pope Osborne,3.98,m,Scholastic Inc.,September 1st 2000
Ruler of the Realm,Herbie Brennan,3.9,m,Bloomsbury Children's Books,October 3rd 2006
Lady in Red,Karen Hawkins,3.95,w,Avon,February 25th 2014
Permanent Midnight,Jerry Stahl,3.95,m,Process,June 2005
Fury of the Phoenix,Cindy Pon,3.96,w,Greenwillow Books,March 29th 2011
Maailman ihanin tyttö,Miina Savolainen,4.32,w,Blink Entertainment,2008
La Louve de France,Maurice Druon,4.17,m,LGF,May 22nd 1973
Dark Secret,Christine Feehan,4.22,w,Berkley,February 1st 2005
"The Bourne Supremacy. Part 1 of 2 (Jason Bourne, #2.1)",Robert Ludlum,4.33,m,"Books on Tape, Inc.",September 29th 1986
Medallion,Dawn L. Watkins,3.99,w,JourneyForth,February 11th 2005
Elia Kazan: A Life,Elia Kazan,4.18,w,Da Capo Press,August 22nd 1997
Devour,Megan Duncan,4.03,w,,February 26th 2013 
"Monolithos: Poems, 1962 and 1982",Jack Gilbert,4.35,m,Alfred A. Knopf,December 31st 1982
Kingdom of Shadows,Barbara Erskine,4.21,w,Harper Collins Publishers Ltd.,April 5th 2004
Hunted by the Others,Jess Haines,3.59,m,Zebra,May 1st 2010
The Decay of the Angel,Yukio Mishima,4.13,m,Vintage,January 2nd 2001
The Adventures of the Great Mouse Detective (Classic Storybook),Walt Disney Company,3.88,m,Mouse Works,June 1st 1997
In the Kingdom of Men,Kim Barnes,3.42,m,Knopf,May 29th 2012
Highlander for the Holidays,Janet Chapman,4.28,w,Jove Books,October 25th 2011
Whisper Kiss,Deborah Cooke,4.19,w,Signet,August 3rd 2010
Doctor Who: Timewyrm-Exodus,Terrance Dicks,3.64,m,Virgin Publishing,August 15th 1991
The In Death Collection: Books 26-29,J.D. Robb,4.68,m,Berkley Books,October 1st 2011
A Heritage of Shadows,Madeleine Brent,3.85,w,Doubleday,March 1st 1984
Beautiful Girlhood,"Karen Andreola (Revised by), Mabel Hale",3.92,w;w,Great Expectations,May 3rd 1999
"The World as Will and Representation, Vol. 2",Arthur Schopenhauer,4.23,m,Dover Publications,June 1st 1966
Dark Tide I: Onslaught,Michael A. Stackpole,3.74,m,Del Rey,February 2000
"Eurico, O Presbítero",Alexandre Herculano,3.43,m,Verbo,2001
The Changing of the Guard,Jude Watson,3.93,m,Scholastic Paperbacks,March 1st 2004
Hour of the Lion,Cherise Sinclair,4.14,w,VanScoy Publishing Group,June 15th 2011
The Dark Days Club,Alison Goodman,3.77,w,Viking Books for Young Readers,January 26th 2016
Letters to Karen: On Keeping Love in Marriage (Abingdon Classics Series),Charlie W. Shedd,3.92,m,Abingdon Press,September 1st 1990
A Wizard Abroad,Diane Duane,4.01,w,HMH Books for Young Readers,October 1st 2005
L'ospite inquietante. Il nichilismo e i giovani,Umberto Galimberti,3.63,m,Feltrinelli,October 2007
Jake's Long Shadow,Alan Duff,3.85,m,Vintage,2003
Case Histories 1,Sigmund Freud,3.82,m,Penguin,1991
Five Days in Paris,Danielle Steel,3.58,w,Dell,January 1st 1997
The Death of Grass,John Christopher,3.88,m,Sphere (London),May 26th 1982
"Good-Bye, Eva?","Francine Pascal  (Creator), Molly Mia Stewart",3.5,w;w,Sweet Valley,April 1st 1993
Superman: Phantom Zone,Steve Gerber,3.47,m,DC Comics,July 23rd 2013
The Haunted Bridge,Carolyn Keene,3.93,w,Grosset & Dunlap,1972
الرسم بالكلمات,نزار قباني,3.94,m,منشورات نزار قبانى,1999
Ghosts And Gravestones Of Haworth,Philip Lister,3.85,m,History Press (SC),July 1st 2006
Prince of Shadows,Susan Krinard,3.76,w,Fanfare,July 1st 1996
The Janus Reprisal,Jamie Freveletti,4.15,m,Grand Central Publishing,September 11th 2012
When the Tripods Came,John Christopher,3.79,m,Simon Pulse,April 1st 2003
"Brit-Think, Ameri-Think: A Transatlantic Survival Guide",Jane Walmsley,3.29,w,Penguin Books,June 2nd 1987
Glimpse,Carol Lynch Williams,3.84,m,Simon Schuster/Paula Wiseman Books,June 22nd 2010
"R-T, Margaret, and the Rats of NIMH",Jane Leslie Conly,3.56,w,HarperCollins,September 30th 1991
Racso and the Rats of NIMH,Jane Leslie Conly,3.77,w,HarperCollins,September 1st 1988
The church and the Jews: The biblical relationship,Daniel Gruber,5.0,m,Elijah Publishing,January 28th 2001
Anarkai,Per Nilsson,3.3,m,Aare,1998
The Poems of Gerard Manley Hopkins,Gerard Manley Hopkins,4.3,m,"Oxford University Press, USA",March 18th 1976
Calling Dr. Laura,Nicole J. Georges,3.83,w,Mariner Books,January 22nd 2013
Venus Among the Fishes,"Elizabeth Hall, Scott O'Dell",3.84,w;m,Yearling,August 1st 1996
Winning Appeal,N.M. Silber,3.67,m,,2014 Romantic Releases 
Wish Me Tomorrow,Karen Rock,4.03,w,Harlequin,September 1st 2013
Big Nate: In a Class by Himself,Lincoln Peirce,4.19,m,HarperCollins,March 23rd 2010
Sammy Keyes and the Cold Hard Cash,Wendelin Van Draanen,4.16,m,Knopf Books for Young Readers,October 14th 2008
I Dare,Kiran Bedi,3.99,m,"Hay House, Inc.",May 1st 2009
स्वामी,रणजित देसाई,4.32,m,मेहता पब्लिशिंग हाऊस,Published
Campos de fresas,Jordi Sierra i Fabra,3.31,m,Ediciones S&M,January 1st 1997
A Mutual Favor,Ann Jacobs,3.55,w,Ellora's Cave,November 9th 2009
The Secret Life of Sparrow Delaney,Suzanne Harper,3.87,w,Harper Teen,July 31st 2007
Le Guerrier Irlandais,Kris Kennedy,3.72,m,J'ai Lu,May 1st 2011
Lethal Outlook,Victoria Laurie,4.14,w,Obsidian,July 3rd 2012
Daddy Was a Number Runner,Louise Meriwether,4.16,w,Pyramid Books,1971
The Adventures of Mr. Nicholas Wisdom,Ignacy Krasicki,3.13,m,Northwestern University Press,August 6th 1992
A Love like This,Kahlen Aymes,4.41,m,Telemachus,June 24th 2013
The Spinoza Trilogy,J.R. Rain,4.15,m,,January 29th 2013
The Jaguar Princess,Clare Bell,3.91,w,Tor Books,September 1st 1994
"Northern Travel: Summer and Winter Pictures Of Sweden, Denmark and Lapland",Bayard Taylor,4.15,m,Createspace Independent Publishing Platform,December 8th 2013
The Courage to Create,Rollo May,4.11,m,"W.W. Norton & Co., Inc. (NY)",January 1st 1975
Kick the Candle,Genevieve Jack,4.1,w,Carpe Luna Publishing,September 9th 2013
"Kingdom Hearts, Vol. 2",Shiro Amano,4.1,m,TokyoPop Inc,January 10th 2006
First Flight,J.L. Pawley,4.33,m,Nineteenth House Publishing,December 7th 2013
"You Find Him, I'll Fix Him",James Hadley Chase,3.73,m,Robert Hale Ltd,November 1956
Beyond Eden,Kele Moon,3.88,m,Ellora's Cave,September 8th 2010
Rae of Hope,W.J. May,3.95,m,,February 14th 2014 
Acts of Passion,Sedonia Guillone,3.65,m,Elloras Cave,June 11th 2010
Out of the Darkness: My Journey of Recovery From Life With a Monster,Tina Nash,4.25,w,Simon & Schuster Ltd,October 25th 2012
"Heartless, Part One",Jonaxx,4.49,m,Sizzle under Summit Books,December 29th 2014
The Colorado Kid,Stephen King,3.36,m,Hard Crime Case,February 20th 2006
The Forgotten Holocaust,Scott Mariani,4.21,m,Avon,January 29th 2015
Die Stadt der Könige: Der geheime Schlüssel - Band 2 (German Edition),Kerstin Hornung,4.75,w,neobooks Self-Publishing,September 16th 2013
حكايات من فضل الله عثمان,إبراهيم أصلان,3.48,m,دار الشروق,2005
Discovering Us,Harper Bentley,4.09,m,Harper Bentley,October 6th 2013
Time's Arrows: Scientific Attitudes Toward Time,Richard Morris,3.59,m,Touchstone,January 7th 1986
Royal Theft,A.C. Harrah,4.0,m,Createspace Independent Publishing Platform,June 4th 2014
James Potter and the Morrigan Web,G. Norman Lippert,4.21,m,,2013
Sinners at the Altar,Olivia Cunning,4.06,w,,March 11th 2014 
O guarani,José de Alencar,3.38,m,Editora Ática,1987
Hannibal: Clouds of War,Ben Kane,4.24,m,Preface Publishing,February 27th 2014
Magic in the Mix,Annie Barrows,4.0,w,Bloomsbury USA Childrens,September 16th 2014
Borrower of the Night,Elizabeth Peters,3.74,w,Avon,September 5th 2000
The Storybook of Legends,Shannon Hale,4.07,m,"Little, Brown and Company",October 8th 2013
At Love's Bidding,Regina Jennings,4.02,w,Bethany House Publishers,November 24th 2015
Dark Wild Night,Christina Lauren,3.99,w,Gallery Books,September 15th 2015
Let the Wrong Light In,Avon Gale,3.86,w,Dreamspinner Press,September 25th 2015
[Gardish-e-Rang-e-Chaman] گردشِ رنگِ چمن,Qurratulain Hyder,3.56,m,Maktaba-e-Daniyal,2010
The Five Stages of Andrew Brawley,Shaun David Hutchinson,3.99,m,Simon Pulse,January 20th 2015
What We Find,Robyn Carr,3.96,w,MIRA,April 5th 2016
Blackbeard: America's Most Notorious Pirate,Angus Konstam,3.48,m,Wiley,June 1st 2006
The Portable Dante,Dante Alighieri,4.23,m,Penguin Books,July 29th 2003
Who Needs Mr Willoughby?,Katie Oliver,3.97,w,Carina UK,March 24th 2016
"The Americans, Vol. 3: The Democratic Experience",Daniel J. Boorstin,4.09,m,Vintage,July 12th 1974
Surviving the Storm,Shay Savage,4.09,m,"Shay Savage, LLC",October 10th 2014
Brody's Ghost Volume 6,Mark Crilley,4.35,m,Dark Horse Books,April 21st 2015
A Ride of Peril,Bella Forrest,4.6,w,,June 27th 2017 
My Winnipeg,Guy Maddin,4.4,m,Coach House Books,April 28th 2005
Tristes Trópicos,Claude Lévi-Strauss,4.15,m,Companhia das Letras,2010
The Nine Lives Of Montezuma,Michael Morpurgo,3.92,m,Egmont,August 6th 2007
"Berlin, Vol. 1: City of Stones",Jason Lutes,3.94,m,Drawn and Quarterly,February 2001
The Connection,Adriana Locke,4.33,w,,"Amazon Kindle Unlimited Must Reads

2,309 books — 790 voters
Kindle Unlimited Romance Favorites

2,728 books — 1,271 voters"
اکنون میان دو هیچ,Friedrich Nietzsche,3.82,m,جامی,2010
The Journal CEO Magazine: A Personal Journaling Magazine,The Journal CEO Magazine,4.69,m,The Journal CEO Magazine,November 24th 2016
Muffin (House of Assignation SEries),Kimmie Thomas,5.0,m,Tomcat Publishing,June 4th 2018
Feuergold,Ronimund H. von Bissing,3.44,m,"Körner, Fellbach",1989
The Art and Thought of Heraclitus,Heraclitus,4.28,m,Cambridge University Press,March 9th 1981
Silvertongue,Charlie Fletcher,4.03,m,Hodder Children's Books,July 2nd 2009
Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,Lisa Damour,4.49,w,Ballantine Books,February 9th 2016
Savage Urges,Suzanne Wright,4.25,w,Montlake Romance,May 3rd 2016
How to Read the Psalms,Tremper Longman III,3.96,m,IVP Academic,August 20th 1988
Quiet Girl in a Noisy World: An Introvert's Story,Debbie Tung,4.33,w,Andrews McMeel Publishing,November 7th 2017
Wild America,"Roger Tory Peterson, James Fisher",4.28,m;m,Gramercy,December 12th 1988
Mr. Standfast,John Buchan,3.85,m,Penguin Books Ltd,August 28th 1997
The Best We Could Do,Thi Bui,4.39,m,Harry N. Abrams,March 7th 2017
The Unmapped Sea,Maryrose Wood,4.24,w,Balzer + Bray,April 21st 2015
Claw 3,Lucian Bane,4.35,m,,
Algunos Pameos y otros Prosemas,Julio Cortázar,4.15,m,Plaza & Janés Editores,February 1st 1998
Friends,Helme Heine,4.12,m,Aladdin,May 1st 1997
Maggie Simpson's Book of Colors and Shapes,Matt Groening,3.2,m,HarperCollins Publishers,September 1st 1991
Burning Glass,Kathryn Purdie,3.41,w,Katherine Tegen Books,March 1st 2016
Lie,Penelope Sky,4.61,w,,June 2nd 2020
Un si petit oiseau,Marie Pavlenko,4.38,w,Flammarion Jeunesse,January 2nd 2018
Salvar el fuego,Guillermo Arriaga,4.47,m,Alfaguara,March 19th 2020
Lindbergh,A. Scott Berg,4.0,m,Berkley,September 1st 1999
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,3.75,m,Penguin Life,September 1st 2016
The Cinderella Pact,Sarah Strohmeyer,3.72,w,Dutton Adult,June 22nd 2006
"The Bureau and the Mole: The Unmasking of Robert Philip Hanssen, the Most Dangerous Double Agent in FBI History",David A. Vise,3.53,m,Atlantic Monthly Press,September 10th 2002
The Rock of Tanios,Amin Maalouf,3.95,m,Little Brown and Company,September 7th 1995
Afternoon of an Autocrat,Norah Lofts,3.99,w,Fawcett,October 12th 1985
The 6th Target,"James Patterson , Maxine Paetro",4.04,m;w,Little Brown and Company,May 8th 2007
Pavane,Keith Roberts,3.71,m,Del Rey Books,February 27th 2001
"Yellow, Volume 02",Makoto Tateno,4.13,m,Digital Manga Publishing,October 11th 2005
LaBrava,Elmore Leonard,3.8,m,HarperTorch,January 28th 2003
The Wife,Meg Wolitzer,3.69,w,Scribner,April 13th 2004
"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",Scott Adams,3.93,m,Harper Business,April 24th 1997
Master of Swords,Angela Knight,4.19,w,Berkley Sensation,October 3rd 2006
Rabbit at Rest,John Updike,3.98,m,Random House Trade,August 27th 1996
Coyote Blue,Christopher Moore,3.78,m,ReganBooks,May 25th 2004
A Grave Denied,Dana Stabenow,4.29,w,St. Martin's Press,July 1st 2004
Stainless Longganisa,Bob Ong,3.82,m,"Visprint, Inc.",2005
An Act of Peace,Ann Widdecombe,3.93,w,Orion,September 1st 2006
The Darkest Day,Dennis L. McKiernan,3.93,m,Roc,October 1st 1985
"Epiphany: True Stories of Sudden Insight to Inspire, Encourage, and Transform",Elise Ballard  (Editor),3.53,w,Harmony,January 4th 2011
Even Vampires Get the Blues,Katie MacAlister,4.02,w,Berkley Books,May 2nd 2006
The Dark Valley: A Panorama of the 1930s,Piers Brendon,4.17,m,Vintage,January 8th 2002
The Purple Emperor,Herbie Brennan,3.84,m,Bloomsbury USA Childrens,August 22nd 2006
Anvil of Stars,Greg Bear,3.92,m,,
The Luck of Huemac,Daniel J. Peters,4.33,m,Random House,July 12th 1981
The Taming,Jude Deveraux,3.97,m,Pocket Books,April 28th 1991
Monsieur Pain,Roberto Bolaño,3.35,m,Anagrama,January 1st 1999
Russian Fairy Tales,Alexander Afanasyev,4.19,m,Pantheon,September 12th 1976
Riding Camp,Bonnie Bryant,3.83,m,Yearling Books,March 11th 2008
Subject Seven,James A. Moore,3.39,m,Razorbill,January 20th 2011
Spook: Science Tackles the Afterlife,Mary Roach,3.59,m,W.W. Norton & Company (NYC),September 26th 2006
"Rebel Without a Crew, or How a 23-Year-Old Filmmaker with $7,000 Became a Hollywood Player",Robert Rodríguez,4.15,m,Plume,September 1st 1996
Jack the Ripper: First American Serial Killer,"Stewart P. Evans, Paul Gainey",3.56,m;m,Kodansha,December 15th 1998
Quand un roi perd la France,Maurice Druon,3.46,m,LGF,May 3rd 1979
The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,3.77,m,Counterpoint,August 29th 1998
A Gift from Earth,Larry Niven,3.84,m,Del Rey,July 12th 1984
With Wings Like Eagles: A History of the Battle of Britain,Michael Korda,4.12,m,Harper,January 6th 2009
Reading The Holocaust,Inga Clendinnen,3.97,w,,
Trail of Feathers: In Search of the Birdmen of Peru,Tahir Shah,3.93,m,Arcade Publishing,June 16th 2003
Taken by the Others,Jess Haines,3.76,m,Zebra,January 1st 2011
The Temple of Dawn,Yukio Mishima,3.85,m,Vintage Classics,March 11th 2001
Kiss of Fate,Deborah Cooke,4.12,w,Signet Book,February 3rd 2009
Rapture in Death & Ceremony in Death,J.D. Robb,4.53,m,Piatkus,May 6th 2010
Strangers in Death,J.D. Robb,4.31,m,Putnam Publishing Group,March 1st 2008
Stranger at Wildings,Madeleine Brent,4.09,w,Fawcett,December 12th 1976
The Doctor's Lady,Jody Hedlund,4.17,m,Bethany House Publishers,September 1st 2011
The Secret of Laurel Oaks,Lois Ruby,3.84,w,Starscape,September 2nd 2008
April Witch,Majgull Axelsson,3.75,m,Random House Trade Paperbacks,March 11th 2003
The Clown of God,Tomie dePaola,4.23,w,HMH Books for Young Readers,September 6th 1978
Loop,Kōji Suzuki,3.59,m,Vertical,October 3rd 2006
Dispensationalism,Charles C. Ryrie,3.45,m,Moody Publishers,February 1st 2007
The School of Fear,Jude Watson,3.92,m,Scholastic Paperbacks,February 1st 2003
The Fires of Calderon,Lindsay Cummings,4.18,m,Katherine Tegen Books,September 23rd 2014
A Texan's Luck,Jodi Thomas,4.0,w,Jove,October 26th 2004
The Structural Transformation of the Public Sphere: An Inquiry into a Category of Bourgeois Society,Jürgen Habermas,3.87,m,MIT Press,August 28th 1991
For Kicks,Dick Francis,4.02,m,G.P. Putnam's Sons,February 3rd 2004
Mollo tutto e parto! ... ma prima o poi ritorno!,Riccardo Caserini,3.58,m,Vallardi,April 2010
The God Boy,Ian Cross,3.53,m,Penguin Books,May 2nd 1989
The Rider of Lost Creek,Louis L'Amour,4.05,m,Bantam,May 1st 1982
Triangles,Ellen Hopkins,3.97,w,Atria Books,October 18th 2011
"Captain America: Winter Soldier, Volume 1",Ed Brubaker (Writer),4.16,m,Marvel,July 19th 2006
The Romance of Names,Ernest Weekley,3.25,m,Dodo Press,September 25th 2009
Managing People In The Hospitality Industry,Laurie J. Mullins,3.6,w,Longman,March 26th 1998
The Preacher's Bride,Jody Hedlund,4.02,m,Bethany House,October 1st 2010
The Man Within,Lora Leigh,4.06,w,Ellora's Cave,October 28th 2004
The Book of the Gods: 600 Gods from 20 Pantheons Explained,"Chas Saunders, Peter J. Allen",3.94,m;m,The History Press,April 1st 2011
Ellen Is Home Alone,"Francine Pascal  (Creator), Molly Mia Stewart",3.69,w;w,Sweet Valley,May 1st 1993
Saga no Gabai Bachan - Nenek Hebat dari Saga,Yoshichi Shimada,4.14,m,Kansha Books,April 2011
الدكتاتورية للمبتدئين: بهجاتوس رئيس بهجاتيا العظمى,بهجت عثمان,3.85,m,المركز العربي للمعلومات,1989
When Summer Ends,Isabelle Rae,3.9,w,CreateSpace,September 27th 2012
Historic Haunts of England,Gwen Woodcock,5.0,w,Hesperides Press,November 12th 2006
The Witch Tree Symbol,Carolyn Keene,3.88,w,Grosset & Dunlap,1975
Hour of the Rose,Christina Skye,3.89,w,Avon,April 1st 1994
Hope in Hungnam,David Watts Jr.,4.35,m,Dark Night Publications,May 6th 2012
Alex,Lauren Oliver,3.8,m,HarperCollins,November 25th 2014
The Things a Brother Knows,Dana Reinhardt,3.85,w,Wendy Lamb Books,September 14th 2010
Nancy's Mysterious Letter,Carolyn Keene,3.86,w,Applewood Books,April 1st 1996
Can You Hear the Nightbird Call?,Anita Rau Badami,3.98,w,Vintage Canada,June 12th 2007
Dismantled,Jennifer McMahon,3.62,w,Harper,June 16th 2009
Shackled Warrior: Israel and the Global Jihad,Caroline B. Glick,4.29,w,Gefen Books,April 20th 2008
